customer_id,customer_name,row_id,order_id,order_date,order_priority,year,weeknum,ship_date,ship_mode,shipping_cost,segment,country,city,state,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,market,market2
MC-174254,Mark Cousins,32749,CA-2013-133711,2013-11-27,Medium,2013,48,2013-11-30,First Class,23.27,Corporate,United States,Mobile,Alabama,South,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,92,3,0.0,45.84,US,North America
MC-174254,Mark Cousins,32750,CA-2013-133711,2013-11-27,Medium,2013,48,2013-11-30,First Class,3.99,Corporate,United States,Mobile,Alabama,South,OFF-BI-10004352,Office Supplies,Binders,Wilson Jones DublLock D-Ring Binders,34,5,0.0,16.875,US,North America
MC-174254,Mark Cousins,32748,CA-2013-133711,2013-11-27,Medium,2013,48,2013-11-30,First Class,6.15,Corporate,United States,Mobile,Alabama,South,OFF-PA-10001685,Office Supplies,Paper,Staples,71,7,0.0,34.7802,US,North America
TC-214754,Tony Chapman,39559,CA-2013-100307,2013-12-16,Medium,2013,51,2013-12-20,Standard Class,1.08,Home Office,United States,Fayetteville,Arkansas,South,OFF-PA-10002552,Office Supplies,Paper,Xerox 1958,19,3,0.0,9.3312,US,North America
AB-102554,Alejandro Ballentine,35018,CA-2013-151155,2013-12-21,High,2013,51,2013-12-25,Standard Class,1.02,Home Office,United States,Jackson,Mississippi,South,OFF-BI-10003910,Office Supplies,Binders,DXL Angle-View Binders with Locking Rings by Samsill,15,2,0.0,6.939,US,North America
TS-216554,Trudy Schmidt,39186,CA-2013-148684,2013-12-26,Medium,2013,52,2013-12-30,Standard Class,2.02,Consumer,United States,Fayetteville,Arkansas,South,OFF-AR-10003811,Office Supplies,Art,Newell 327,20,9,0.0,5.3703,US,North America
TS-216554,Trudy Schmidt,39189,CA-2013-148684,2013-12-26,Medium,2013,52,2013-12-30,Standard Class,5.65,Consumer,United States,Fayetteville,Arkansas,South,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,106,3,0.0,49.9704,US,North America
DP-133904,Dennis Pardue,36233,CA-2014-150931,2014-01-07,Low,2014,2,2014-01-14,Standard Class,5.37,Home Office,United States,Tuscaloosa,Alabama,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,34,7,0.0,15.5204,US,North America
CA-119654,Carol Adams,34130,CA-2014-134649,2014-01-27,Medium,2014,5,2014-02-01,Second Class,1.62,Corporate,United States,Hoover,Alabama,South,OFF-AR-10001547,Office Supplies,Art,Newell 311,15,7,0.0,4.1769,US,North America
CA-119654,Carol Adams,34131,CA-2014-134649,2014-01-27,Medium,2014,5,2014-02-01,Second Class,0.12,Corporate,United States,Hoover,Alabama,South,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,7,2,0.0,3.4368,US,North America
CB-125354,Claudia Bergmann,37247,CA-2014-161046,2014-03-06,Medium,2014,10,2014-03-06,Same Day,56.6,Corporate,United States,Southaven,Mississippi,South,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262,2,0.0,78.672,US,North America
CB-125354,Claudia Bergmann,37248,CA-2014-161046,2014-03-06,Medium,2014,10,2014-03-06,Same Day,28.93,Corporate,United States,Southaven,Mississippi,South,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,234,6,0.0,112.4928,US,North America
CB-125354,Claudia Bergmann,37245,CA-2014-161046,2014-03-06,Medium,2014,10,2014-03-06,Same Day,5.54,Corporate,United States,Southaven,Mississippi,South,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,43,4,0.0,19.6328,US,North America
GA-147254,Guy Armstrong,36683,CA-2014-152786,2014-03-13,High,2014,11,2014-03-18,Standard Class,5.74,Consumer,United States,Rogers,Arkansas,South,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,40,9,0.0,18.5886,US,North America
AH-104654,Amy Hunt,40966,CA-2014-145275,2014-04-03,High,2014,14,2014-04-07,Standard Class,1.54,Consumer,United States,Decatur,Alabama,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,15,3,0.0,6.8724,US,North America
EB-137504,Edward Becker,34036,CA-2014-122707,2014-04-17,High,2014,16,2014-04-19,First Class,84.49,Corporate,United States,Hoover,Alabama,South,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,477,4,0.0,9.5448,US,North America
EJ-141554,Eva Jacobs,32541,CA-2014-133641,2014-05-15,Medium,2014,20,2014-05-22,Standard Class,3.51,Consumer,United States,Gulfport,Mississippi,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,49,9,0.0,23.8581,US,North America
ND-184604,Neil Ducich,40307,CA-2014-127803,2014-05-20,Medium,2014,21,2014-05-24,Standard Class,2.22,Corporate,United States,Huntsville,Alabama,South,OFF-BI-10001787,Office Supplies,Binders,Wilson Jones Four-Pocket Poly Binders,26,4,0.0,12.8184,US,North America
BD-117254,Bruce Degenhardt,37699,CA-2014-125472,2014-05-31,Medium,2014,22,2014-06-01,First Class,0.62,Consumer,United States,Lafayette,Louisiana,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,4,1,0.0,1.8672,US,North America
EH-140054,Erica Hernandez,37170,CA-2014-133095,2014-06-05,Critical,2014,23,2014-06-05,Same Day,12.19,Home Office,United States,Jonesboro,Arkansas,South,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,108,7,0.0,54.04,US,North America
EH-140054,Erica Hernandez,37171,CA-2014-133095,2014-06-05,Critical,2014,23,2014-06-05,Same Day,3.36,Home Office,United States,Jonesboro,Arkansas,South,OFF-BI-10004141,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,10,3,0.0,4.3884,US,North America
DC-128504,Dan Campbell,32566,CA-2014-100426,2014-06-05,Medium,2014,23,2014-06-09,Standard Class,1.03,Consumer,United States,Florence,Alabama,South,OFF-PA-10002870,Office Supplies,Paper,"Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”",12,2,0.0,5.616,US,North America
KN-167054,Kristina Nunn,34744,CA-2014-102554,2014-06-12,High,2014,24,2014-06-16,Standard Class,0.45,Home Office,United States,Auburn,Alabama,South,OFF-AR-10001919,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",4,2,0.0,1.0904,US,North America
DR-129404,Daniel Raglin,37989,CA-2014-160899,2014-08-12,Medium,2014,33,2014-08-14,Second Class,35.02,Home Office,United States,Lake Charles,Louisiana,South,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,478,11,0.0,219.6546,US,North America
SB-202904,Sean Braxton,33696,CA-2014-147361,2014-09-10,Medium,2014,37,2014-09-16,Standard Class,68.87,Corporate,United States,Florence,South Carolina,South,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,629,7,0.0,12.5762,US,North America
SB-202904,Sean Braxton,33697,CA-2014-147361,2014-09-10,Medium,2014,37,2014-09-16,Standard Class,2.22,Corporate,United States,Florence,South Carolina,South,OFF-ST-10002214,Office Supplies,Storage,X-Rack File for Hanging Folders,56,5,0.0,14.677,US,North America
JE-157454,Joel Eaton,35145,CA-2014-161053,2014-09-23,Medium,2014,39,2014-09-24,First Class,80.81,Consumer,United States,Fayetteville,Arkansas,South,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,692,4,0.0,318.3016,US,North America
DO-136454,Doug O'Connell,40550,CA-2014-102309,2014-09-24,Critical,2014,39,2014-09-26,Second Class,4.1,Consumer,United States,Pine Bluff,Arkansas,South,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,13,2,0.0,6.2208,US,North America
MH-180254,Michelle Huthwaite,40517,CA-2014-103212,2014-10-14,Medium,2014,42,2014-10-15,First Class,2.65,Consumer,United States,Lafayette,Louisiana,South,OFF-LA-10000248,Office Supplies,Labels,Avery 52,11,3,0.0,5.2029,US,North America
MH-180254,Michelle Huthwaite,40519,CA-2014-103212,2014-10-14,Medium,2014,42,2014-10-15,First Class,2.96,Consumer,United States,Lafayette,Louisiana,South,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,26,4,0.0,12.4416,US,North America
IG-150854,Ivan Gibson,34094,CA-2014-158743,2014-10-21,Medium,2014,43,2014-10-28,Standard Class,0.57,Consumer,United States,Little Rock,Arkansas,South,OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",13,4,0.0,4.1416,US,North America
IG-150854,Ivan Gibson,34096,CA-2014-158743,2014-10-21,Medium,2014,43,2014-10-28,Standard Class,8.57,Consumer,United States,Little Rock,Arkansas,South,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,146,5,0.0,70.008,US,North America
IG-150854,Ivan Gibson,34095,CA-2014-158743,2014-10-21,Medium,2014,43,2014-10-28,Standard Class,1.13,Consumer,United States,Little Rock,Arkansas,South,OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,40,2,0.0,18.7812,US,North America
CS-119504,Carlos Soltero,40908,CA-2014-144365,2014-10-25,Low,2014,43,2014-10-31,Standard Class,1.11,Consumer,United States,Jackson,Mississippi,South,OFF-FA-10000735,Office Supplies,Fasteners,Staples,12,4,0.0,5.256,US,North America
KM-163754,Katherine Murray,41057,CA-2014-159135,2014-11-05,High,2014,45,2014-11-09,Standard Class,0.61,Home Office,United States,Springdale,Arkansas,South,OFF-AR-10000657,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",4,2,0.0,1.419,US,North America
RS-197654,Roland Schwarz,33890,CA-2014-128300,2014-11-25,Medium,2014,48,2014-11-27,Second Class,19.83,Corporate,United States,Summerville,South Carolina,South,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",328,8,0.0,157.3632,US,North America
SW-202754,Scott Williamson,32252,CA-2014-119305,2014-12-01,Medium,2014,49,2014-12-05,Standard Class,7.87,Consumer,United States,Jackson,Mississippi,South,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,174,5,0.0,43.45,US,North America
BH-117104,Brosina Hoffman,39151,CA-2014-135587,2014-12-08,High,2014,50,2014-12-13,Standard Class,33.76,Consumer,United States,Hattiesburg,Mississippi,South,OFF-AP-10004540,Office Supplies,Appliances,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",321,4,0.0,89.7792,US,North America
SU-206654,Stephanie Ulpright,34824,CA-2014-148922,2014-12-11,Medium,2014,50,2014-12-16,Second Class,3.94,Home Office,United States,Jackson,Mississippi,South,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,46,8,0.0,22.0032,US,North America
AC-104504,Amy Cox,34885,CA-2014-158729,2014-12-20,High,2014,51,2014-12-22,First Class,287.77,Consumer,United States,Lafayette,Louisiana,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1666,2,0.0,33.3124,US,North America
PK-190754,Pete Kriz,34467,CA-2014-107461,2014-12-22,Medium,2014,52,2014-12-27,Second Class,1.68,Consumer,United States,Columbia,South Carolina,South,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,24,6,0.0,11.2236,US,North America
MF-182504,Monica Federle,38153,US-2014-162670,2014-12-24,Medium,2014,52,2014-12-29,Second Class,16.33,Corporate,United States,Little Rock,Arkansas,South,OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",183,3,0.0,85.9818,US,North America
MF-182504,Monica Federle,38152,US-2014-162670,2014-12-24,Medium,2014,52,2014-12-29,Second Class,1.2,Corporate,United States,Little Rock,Arkansas,South,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",45,2,0.0,20.6816,US,North America
MF-182504,Monica Federle,38151,US-2014-162670,2014-12-24,Medium,2014,52,2014-12-29,Second Class,26.17,Corporate,United States,Little Rock,Arkansas,South,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",368,4,0.0,14.7184,US,North America
MF-182504,Monica Federle,38149,US-2014-162670,2014-12-24,Medium,2014,52,2014-12-29,Second Class,2.98,Corporate,United States,Little Rock,Arkansas,South,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",62,4,0.0,17.3712,US,North America
MH-181154,Mick Hernandez,36219,CA-2014-114055,2014-12-26,High,2014,52,2014-12-30,Second Class,0.61,Home Office,United States,Huntsville,Alabama,South,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,4,2,0.0,1.1946,US,North America
MH-181154,Mick Hernandez,36218,CA-2014-114055,2014-12-26,High,2014,52,2014-12-30,Second Class,4.0,Home Office,United States,Huntsville,Alabama,South,OFF-PA-10004381,Office Supplies,Paper,14-7/8 x 11 Blue Bar Computer Printout Paper,96,2,0.0,46.1184,US,North America
MH-181154,Mick Hernandez,36220,CA-2014-114055,2014-12-26,High,2014,52,2014-12-30,Second Class,141.52,Home Office,United States,Huntsville,Alabama,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,629,6,0.0,301.968,US,North America
NF-183854,Natalie Fritzler,36929,CA-2011-127614,2011-02-12,High,2011,7,2011-02-16,Standard Class,1.47,Consumer,United States,Chesapeake,Virginia,South,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,17,2,0.0,8.2062,US,North America
GM-146954,Greg Maxwell,34573,CA-2011-102988,2011-04-05,High,2011,15,2011-04-09,Second Class,3.39,Corporate,United States,Alexandria,Virginia,South,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,23,7,0.0,7.5768,US,North America
GM-146954,Greg Maxwell,34576,CA-2011-102988,2011-04-05,High,2011,15,2011-04-09,Second Class,2.45,Corporate,United States,Alexandria,Virginia,South,OFF-AR-10000127,Office Supplies,Art,Newell 321,23,7,0.0,6.6584,US,North America
GM-146954,Greg Maxwell,34575,CA-2011-102988,2011-04-05,High,2011,15,2011-04-09,Second Class,1.79,Corporate,United States,Alexandria,Virginia,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,13,2,0.0,6.3504,US,North America
GM-146954,Greg Maxwell,34577,CA-2011-102988,2011-04-05,High,2011,15,2011-04-09,Second Class,846.54,Corporate,United States,Alexandria,Virginia,South,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,4164,5,0.0,83.281,US,North America
GD-145904,Giulietta Dortch,39892,CA-2011-111934,2011-05-05,High,2011,19,2011-05-07,First Class,1.69,Corporate,United States,Arlington,Virginia,South,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,12,2,0.0,5.346,US,North America
GD-145904,Giulietta Dortch,39893,CA-2011-111934,2011-05-05,High,2011,19,2011-05-07,First Class,4.45,Corporate,United States,Arlington,Virginia,South,OFF-PA-10000474,Office Supplies,Paper,Staples,35,1,0.0,16.6568,US,North America
MW-182354,Mitch Willingham,32291,CA-2011-117639,2011-05-21,High,2011,21,2011-05-25,Standard Class,378.83,Corporate,United States,Virginia Beach,Virginia,South,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,2716,7,0.0,1276.4871,US,North America
NP-183254,Naresj Patel,31988,US-2011-117135,2011-06-21,High,2011,26,2011-06-23,Second Class,3.84,Consumer,United States,Waynesboro,Virginia,South,OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,37,3,0.0,10.3152,US,North America
TT-210704,Ted Trevino,35430,CA-2011-128839,2011-09-08,High,2011,37,2011-09-13,Standard Class,5.37,Consumer,United States,Chesapeake,Virginia,South,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,45,9,0.0,21.6,US,North America
DA-134504,Dianna Arnett,37150,US-2011-138835,2011-09-10,High,2011,37,2011-09-14,Standard Class,0.86,Home Office,United States,Virginia Beach,Virginia,South,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,10,2,0.0,4.7236,US,North America
MA-179954,Michelle Arnett,40410,CA-2011-132010,2011-10-13,High,2011,42,2011-10-15,First Class,2.21,Home Office,United States,Richmond,Virginia,South,OFF-BI-10002432,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,15,3,0.0,7.1346,US,North America
MA-179954,Michelle Arnett,40407,CA-2011-132010,2011-10-13,High,2011,42,2011-10-15,First Class,6.69,Home Office,United States,Richmond,Virginia,South,OFF-EN-10003160,Office Supplies,Envelopes,Pastel Pink Envelopes,36,5,0.0,17.472,US,North America
MA-179954,Michelle Arnett,40409,CA-2011-132010,2011-10-13,High,2011,42,2011-10-15,First Class,69.45,Home Office,United States,Richmond,Virginia,South,OFF-ST-10003641,Office Supplies,Storage,Space Solutions Industrial Galvanized Steel Shelving.,315,4,0.0,6.304,US,North America
PS-190454,Penelope Sewall,32453,CA-2011-136567,2011-12-20,High,2011,52,2011-12-21,First Class,8.37,Home Office,United States,Harrisonburg,Virginia,South,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,62,3,0.0,29.2857,US,North America
PS-190454,Penelope Sewall,32451,CA-2011-136567,2011-12-20,High,2011,52,2011-12-21,First Class,19.33,Home Office,United States,Harrisonburg,Virginia,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",122,2,0.0,0.0,US,North America
DK-128354,Damala Kotsonis,37686,CA-2012-147529,2012-02-07,High,2012,6,2012-02-11,Standard Class,32.39,Corporate,United States,Springfield,Virginia,South,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,311,5,0.0,146.2405,US,North America
DK-128354,Damala Kotsonis,37687,CA-2012-147529,2012-02-07,High,2012,6,2012-02-11,Standard Class,0.71,Corporate,United States,Springfield,Virginia,South,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,13,2,0.0,6.3504,US,North America
AS-102404,Alan Shonely,37051,CA-2012-150749,2012-03-29,High,2012,13,2012-04-03,Second Class,1.01,Consumer,United States,Springfield,Virginia,South,OFF-AR-10003732,Office Supplies,Art,Newell 333,6,2,0.0,1.4456,US,North America
AG-107654,Anthony Garverick,35875,CA-2012-110947,2012-06-09,Low,2012,23,2012-06-15,Standard Class,15.41,Home Office,United States,Hampton,Virginia,South,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,113,3,0.0,56.55,US,North America
SA-208304,Sue Ann Reed,32087,CA-2012-115938,2012-06-26,High,2012,26,2012-06-30,Standard Class,1.68,Consumer,United States,Richmond,Virginia,South,OFF-BI-10001132,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",43,8,0.0,21.0896,US,North America
SA-208304,Sue Ann Reed,32085,CA-2012-115938,2012-06-26,High,2012,26,2012-06-30,Standard Class,23.84,Consumer,United States,Richmond,Virginia,South,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,144,4,0.0,69.1008,US,North America
SA-208304,Sue Ann Reed,32086,CA-2012-115938,2012-06-26,High,2012,26,2012-06-30,Standard Class,1.68,Consumer,United States,Richmond,Virginia,South,OFF-ST-10001321,Office Supplies,Storage,"Decoflex Hanging Personal Folder File, Blue",15,1,0.0,4.1634,US,North America
EM-140954,Eudokia Martin,40196,CA-2012-163237,2012-08-07,High,2012,32,2012-08-09,Second Class,2.89,Corporate,United States,Springfield,Virginia,South,OFF-LA-10004545,Office Supplies,Labels,Avery 50,25,2,0.0,11.7782,US,North America
MG-178754,Michael Grace,37136,CA-2012-134992,2012-09-22,High,2012,38,2012-09-26,Second Class,6.92,Home Office,United States,Arlington,Virginia,South,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,32,5,0.0,15.552,US,North America
TT-212204,Thomas Thornton,36549,CA-2012-132318,2012-10-30,High,2012,44,2012-11-02,First Class,36.1,Consumer,United States,Virginia Beach,Virginia,South,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,183,3,0.0,53.0439,US,North America
PJ-188354,Patrick Jones,33732,CA-2012-154746,2012-11-14,Critical,2012,46,2012-11-17,First Class,215.64,Corporate,United States,Springfield,Virginia,South,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,826,3,0.0,322.1829,US,North America
PJ-188354,Patrick Jones,33731,CA-2012-154746,2012-11-14,Critical,2012,46,2012-11-17,First Class,12.37,Corporate,United States,Springfield,Virginia,South,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,34,2,0.0,16.98,US,North America
SW-204554,Shaun Weien,32970,CA-2012-150560,2012-12-11,High,2012,50,2012-12-12,First Class,31.47,Consumer,United States,Suffolk,Virginia,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",197,2,0.0,96.3438,US,North America
JM-158654,John Murray,40162,CA-2012-158148,2012-12-20,Low,2012,51,2012-12-26,Standard Class,5.47,Consumer,United States,Arlington,Virginia,South,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,36,3,0.0,10.881,US,North America
BD-115004,Bradley Drucker,33616,CA-2012-117828,2012-12-23,High,2012,52,2012-12-26,First Class,32.28,Consumer,United States,Richmond,Virginia,South,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,194,4,0.0,56.3528,US,North America
SE-201104,Sanjit Engle,39786,CA-2013-158841,2013-02-02,Critical,2013,5,2013-02-04,Second Class,4.62,Consumer,United States,Arlington,Virginia,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,36,8,0.0,18.2,US,North America
CA-122654,Christina Anderson,33026,CA-2013-106894,2013-02-07,High,2013,6,2013-02-07,Same Day,0.6,Consumer,United States,Springfield,Virginia,South,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,8,3,0.0,3.6018,US,North America
ME-173204,Maria Etezadi,35540,CA-2013-159142,2013-04-05,High,2013,14,2013-04-06,First Class,5.96,Home Office,United States,Springfield,Virginia,South,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",28,3,0.0,13.0707,US,North America
BD-116054,Brian Dahlen,32428,CA-2013-112102,2013-04-13,High,2013,15,2013-04-17,Standard Class,8.07,Consumer,United States,Springfield,Virginia,South,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,64,5,0.0,28.755,US,North America
BD-116054,Brian Dahlen,32427,CA-2013-112102,2013-04-13,High,2013,15,2013-04-17,Standard Class,9.04,Consumer,United States,Springfield,Virginia,South,OFF-PA-10000100,Office Supplies,Paper,Xerox 1945,41,1,0.0,20.0851,US,North America
EH-141254,Eugene Hildebrand,36299,CA-2013-136126,2013-05-25,Critical,2013,21,2013-05-25,Same Day,52.33,Home Office,United States,Newport News,Virginia,South,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,192,4,0.0,91.968,US,North America
EH-141254,Eugene Hildebrand,36298,CA-2013-136126,2013-05-25,Critical,2013,21,2013-05-25,Same Day,21.85,Home Office,United States,Newport News,Virginia,South,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",70,5,0.0,20.155,US,North America
EB-137504,Edward Becker,39592,CA-2013-166380,2013-05-31,High,2013,22,2013-06-04,Standard Class,3.19,Corporate,United States,Arlington,Virginia,South,OFF-EN-10002600,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",27,9,0.0,12.744,US,North America
KD-162704,Karen Daniels,31366,CA-2013-119823,2013-06-05,High,2013,23,2013-06-07,First Class,23.21,Consumer,United States,Springfield,Virginia,South,OFF-PA-10000482,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",76,2,0.0,35.6636,US,North America
KM-163754,Katherine Murray,36540,CA-2013-149454,2013-07-26,High,2013,30,2013-07-27,First Class,2.45,Home Office,United States,Arlington,Virginia,South,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",10,1,0.0,4.8024,US,North America
MM-179204,Michael Moore,38172,US-2013-121013,2013-09-06,High,2013,36,2013-09-11,Standard Class,3.26,Consumer,United States,Chesapeake,Virginia,South,OFF-LA-10004545,Office Supplies,Labels,Avery 50,25,2,0.0,11.7782,US,North America
KM-163754,Katherine Murray,32698,CA-2013-159212,2013-11-02,High,2013,44,2013-11-06,Standard Class,26.12,Home Office,United States,Salem,Virginia,South,OFF-EN-10002230,Office Supplies,Envelopes,Airmail Envelopes,252,3,0.0,118.3413,US,North America
JD-158954,Jonathan Doherty,39977,CA-2013-143805,2013-12-02,Critical,2013,49,2013-12-04,Second Class,594.02,Corporate,United States,Richmond,Virginia,South,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,2105,7,0.0,694.5015,US,North America
JD-158954,Jonathan Doherty,39978,CA-2013-143805,2013-12-02,Critical,2013,49,2013-12-04,Second Class,0.23,Corporate,United States,Richmond,Virginia,South,OFF-SU-10004664,Office Supplies,Supplies,Acme Softgrip Scissors,41,5,0.0,11.803,US,North America
LC-168704,Lena Cacioppo,41051,CA-2014-113705,2014-03-28,High,2014,13,2014-03-30,Second Class,2.32,Consumer,United States,Richmond,Virginia,South,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,18,2,0.0,8.88,US,North America
LC-168704,Lena Cacioppo,41050,CA-2014-113705,2014-03-28,High,2014,13,2014-03-30,Second Class,1.52,Consumer,United States,Richmond,Virginia,South,OFF-LA-10000476,Office Supplies,Labels,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",8,2,0.0,3.7996,US,North America
LC-168704,Lena Cacioppo,41055,CA-2014-113705,2014-03-28,High,2014,13,2014-03-30,Second Class,2.5,Consumer,United States,Richmond,Virginia,South,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",18,4,0.0,8.1144,US,North America
LC-168704,Lena Cacioppo,41052,CA-2014-113705,2014-03-28,High,2014,13,2014-03-30,Second Class,34.27,Consumer,United States,Richmond,Virginia,South,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",333,3,0.0,9.9882,US,North America
SH-203954,Shahid Hopkins,31605,CA-2014-126774,2014-04-16,Critical,2014,16,2014-04-18,First Class,1.36,Consumer,United States,Arlington,Virginia,South,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,5,1,0.0,2.0049,US,North America
CB-120254,Cassandra Brandow,40578,US-2014-152898,2014-09-12,High,2014,37,2014-09-16,Standard Class,8.02,Consumer,United States,Richmond,Virginia,South,OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,68,5,0.0,20.37,US,North America
AG-109004,Arthur Gainer,37011,CA-2014-116939,2014-09-26,High,2014,39,2014-09-30,Standard Class,20.63,Consumer,United States,Richmond,Virginia,South,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,178,5,0.0,47.9385,US,North America
